,Question_ID,Title,Content,Created at,User_ID,Is answered,Views count,Votes count,Bookmarks count,Answers count,Tags,Comments count,Question existed
1117,6558,What's a good example of a static factory method returning instances of subclasses?,"One benefit of having a class provide a static factory method rather than public constructors is the method can return an instance of a subclass.For example, if the class Rectangle had a subclass Square, there could be a static method Rectangle.newInstance(int width, int length) that sometimes returned a Rectangle and sometimes a Square.What is a compelling example of the benefit of this approach? Students could easily ask in this case why the client didn't call the Square constructor if the width and length are equal. (I can give them an answer to that question, but it would be better to have an example good enough that they wouldn't even ask.)EditsFor those of you who answered that I shouldn't have a static factory method return an instance of a subclass, not only wasn't that my question but the great Josh Bloch considers that a positive use of static factory methods (Effective Java, Item 1). I recognize no higher Java authority, although you are free too.For those who told me that a good use of static factory methods is that the programmer can choose their name, which is not the case with constructors, I already knew and teach that. (I'm not sure why you assumed I didn't.) If I wanted people's opinions on the best thing about static factory methods, I would have asked that, on Software Engineering Stack Exchange.For those who answered the question I asked, thank you.",2020-09-24 16:59:25,283,True,109,3,1,3,"['java', 'object-oriented-paradigm', 'code-example']",1,False
1118,6563,First Time Learning Non-Linear Data Structures,"I'm looking for effective strategies and projects for introducing non-linear data structures to students.  I currently teach linked lists, stacks, and then introduce binary trees.  A lot of students struggle with the idea that an entire structure is stored in one variable and is not in any particular order (other than infix, prefix etc).  The other thing I notice is weak recursion skills tend to spell doom when first trying to learn these data structures and their operations.  What are some ways for a struggling student to practice recursion in a meaningful way (projects or tools)?  What are some good accompanying algorithms for trees, and eventually self balancing binary trees?The course focuses on C and is aimed at advanced high school students.",2020-09-25 23:23:54,9498,True,386,4,0,5,"['high-school', 'algorithms', 'data-structure', 'c']",3,False
1119,6571,Suggestions for a source of algorithm design problems,-,-,-,-,-,-,-,-,-,-,True
1120,6577,What is the ide for building embedded system software for any embedded hardware,-,-,-,-,-,-,-,-,-,-,True
1121,6578,Looking for a blog article on the UI/UX design of an interactive coding interface like Khan Academy's,"I'm not sure if someone can help or if this is even the right place to ask, but I've been looking for a while for a marvelous essay / blog post / article from an author whose name I don't recall, that I had stumbled upon a few years ago.From what I recall, the author had been credited as an inspiration for Khan Academy's ""Intro to Computer Programming"" interface. The author says in that article that much better than this interface can be done.The essay is then a point-by-point lesson on UX design in general, going over possible improvements to Khan Academy's UI/UX interface for learning code, as a detailed example of each of the points he is making.Thank you very much to anyone that might know what I am referring to, and link me to it.",2020-10-10 18:52:07,9588,True,126,4,0,1,"['resource-request', 'resource-information']",3,False
1122,6579,Feedback request: an assignment on programming a research paper,"I am teaching an elective course on algorithms for 3rd year undergraduates. There are 12 weekly assignments, each of which is worth 1% of the grade, and a final exam which is worth 88%. I would like to encourage the higher-level students to get into research, and to this end I would like to first encourage them to read research papers. So I plan to add a bonus assignment on research papers related to the course topic. My current plan is to offer them a list of papers and have each student pick a different one. The assignment will have 4 parts, each of which is worth 6% bonus points:Parts 1+2: understanding the paperParts 3+4: programming the algorithmThe idea of the programming part is that programming an algorithm requires a very detailed understanding of the algorithm. Additionally, my students are very good at programming, but not as good at reading research papers, so this part of the exercise is like a bridge between what they are good at and the new skill I would like them to learn.I will be happy for feedback and further suggestions regarding this plan, both in general (e.g. is this indeed a good way to encourage good students to get into the world of research?) and in the details (e.g. is the partition to 4 parts reasonable?).",2020-10-12 11:37:53,1873,True,78,4,0,1,"['algorithms', 'homework', 'scientific-papers']",3,False
1123,6583,REPL environment for teacher assignments,"As a teacher on an IT high school, I am teaching the basics of C#, JavaScript and PHP (in different years of their study of course)For about 3 years I had been happily using the repl.it classrooms. In this environment the pupil couldand I couldHowever, repl.it had announced the clousure of its classrooms at the end of 2020, replacing it with Repl teams, which are an immature product much less reliable and comfortable compared to the previous classrooms, lacking some of its featuresI am looking for any suggestions for an enviroment we could migrate to. I know big universities usually have their own closed systems. But, it there some service that is open to public, for a reasonable fee?",2020-10-19 08:12:42,9620,True,104,7,0,1,"['best-practice', 'classroom-management', 'classroom-infrastructure', 'programming-environment', 'evaluation']",2,False
1124,6587,CS educators collaboration communities?,"What are collaboration sites for CS teachers?The CS Educators StackExchange is nice'n'friendly, but here are some topics I'd like to be discussed, which are outside of StackExchange policy:So far I haven't found any centralized resources except this StackExchange, but maybe there are others? I struggle now because I have to create practice task set for my course and really can't use the knowledge of precious generation of teachers, as information is highly decentralized.",2020-10-27 11:24:19,9632,True,255,6,4,4,['collaboration'],0,False
1125,6595,Alternative to Piazza for online Q&A,"Piazza recently started serving ads.  Are there any reasonable alternatives to Piazza that are effective for CS courses, for handling questions from students online?  I would find it useful to be able to follow the Stack Exchange model as much as possible.",2020-11-03 21:16:52,1106,False,86,2,0,0,"['lecture-tools', 'distance-learning', 'online']",0,False
1126,6598,Why is computer science hard?,"Data pretty regularly shows that computer science programs have among the highest failure and dropout rates of any college program. A number of sources all echo the finding that roughly one-third of incoming CS majors do not progress to a second year, higher than most other majors.I teach computer science majors at a U.S. community college, and the non-passing rates are even higher in this context. A few times in my introductory programming course, I will mention this fact (that computer science is among the hardest majors), partly to set expectations that students will need to work hard to succeed.This semester I had a student in my virtual office hour ask, ""Why is computer science harder than other majors, as you say?"", and I was a bit flat-footed for a good response.So: What would be the best reply to a beginning CS student who asks, ""Why is CS hard?""",2020-11-16 20:55:38,8137,True,"15,379",49,19,17,"['struggling-students', 'student-perceptions']",27,False
1127,6600,Why does csapp have rio buffered input functions but not mention rio buffered,-,-,-,-,-,-,-,-,-,-,True
1128,6616,Cheating detection script [duplicate],"The pandemics has incredibly increased the number of cheating cases. Do you know of any script (bash or other scripting language) for checking a bunch of Java code submissions for similarity? I know I could use diff, but it would be hard to detect similarity.",2020-11-20 16:25:20,6410,True,69,0,0,1,"['programming', 'java', 'cheating']",2,False
1129,6620,Tips for completing a good dissertation,-,-,-,-,-,-,-,-,-,-,True
1130,6623,Machines a and b in the self reproducing turing machine,-,-,-,-,-,-,-,-,-,-,True
1131,6624,I wrote a automaton simulator in java could you test it,-,-,-,-,-,-,-,-,-,-,True
1132,6625,Difference between a Bachelor's degree and a Master's degree in CS,"I have just graduated from university with a B.S. in Economics. I am looking into changing fields into something less abstract and more practical, Computer Science.I have the choice between a couple options.
Either a two year bachelor's degree with a two year master's degree in computer science.
Or a four year bachelor's degree in computer science engineering. You can call it software engineering.I'm wondering if there are any concrete differences between the options.",2020-11-23 16:03:51,8012,True,154,0,0,2,['undergraduate'],5,False
1133,6627,Books for programming environments/interfaces of distributed systems?,"I found that Advanced Programming Unix Environment and The Linux Programming Interface provide specific programming knowledge to me, compared to the concepts introduced in OS text books such as the dinosaur book Operating System Concepts.Are there equivalences for distributed systems:books for programming environments/interfaces of distributed systems (either for specific interface, or better yet, some abstract interface)?books for concepts of distributed systems? (Are Courloris' book and Tanenbaum's book the best books available?)Thanks.",2020-11-25 21:58:06,1532,False,31,1,0,0,['textbook'],0,False
1134,6629,What difference are between the topics and perspectives of these two distribute,-,-,-,-,-,-,-,-,-,-,True
1135,6630,"Teaching (2,3) and AVL Trees: information in internal nodes or in external nodes?","Are there practical applications (or other reasons) to teach (2,3) and AVL search trees with both keys and the associated information (as opposed to only search keys) in the internal nodes, as opposed to internal nodes having only keys and leaves having the information associated to them?Two generic Data Structures implementing the Dynamic Dictionary Abstract Data Type are ""(2,3) Trees"" and ""AVL Trees"". Such a dynamic dictionary data structure implements (at least) the methods insert(key,info), search(key), remove(key,info). When teaching those, in order to simplify, save space and draw examples quicker, one can omit the ""information"" part, hence reducing the dynamic dictionary abstract data type (ADT) to a dynamic set ADT. This generates some minor technical differences:A. inserting the pairs (10,A), (20,B), (30,C) in a dictionary (2,3) Tree yields a tree of height 1, with the pair of keys (20,30) at the ternary root separating 3 leaves coding for the 3 pairs (10,A), (20,B), (30,C); whileB. inserting the keys 10,20,30 in a set (2,3) Tree yields a tree of height 2, with a binary node (20) at the root, separating two binary nodes (10) and (30) [separating 4 empty leaves, if this makes any sense].I find solution B a bit confusing to me (albeit I can cope with that) but, more importantly, confusing to undergraduate students, who end up learning how a search tree works without understanding why it works this way. I am wondering if it is an example of simplification making it (voluntarily) more complicated, or if there are reasons (e.g. practical applications) to study search trees with information (or pointers to information) along with the search keys in the internal node.Notes: Obviously  enough,",2020-11-27 18:12:59,9786,True,33,2,0,1,['data-structure'],0,False
1136,6633,Are there any lists of concepts in a re computer science?,"Is there any list of concepts re computer science? I'm a uni student with gaps of time in the study due to illness and I want to revise things, but because of reduced course loads and weird ordering due to illness. I'm not sure what I remember or not. And looking for tutors online they only seem to tutor in one thing.I'm not sure what I should prioritize or what order to revise in - so I know what to work on with a tutor or which area to start? I've done an intro Python course, Java course re bigger project, HCI, linear algebra, Discrete Maths, Multivariate Calculus, Algorithms, Computer Systems course with small amount of C, Stats course, Information Systems (SQL and DB Design, 2nd year one on internals like B+ index and other stuff, Big Data). I've also done 2 specific Bioinformatics courses and Biology-related courses regarding Bioinformatics stuff.Plus I've gone on websites like HackerRank or codename or CodeCombat or exercise. I know there's edX and Coursera.Probably the wrong place to ask, but I wish I could have a checklist because the current approach of doing things on websites is not helping me. Oh, when I did these courses I got results in the top 2 grading scale categories, but because of time...",2020-11-28 17:24:21,None,True,153,2,0,5,"['self-learning', 'undergraduate']",2,False
1137,6637,Shortest paths problem,-,-,-,-,-,-,-,-,-,-,True
1138,6638,Time complexity of dijkstras algorithm using fibonacci heap,-,-,-,-,-,-,-,-,-,-,True
1139,6644,Logo course scaffolding,"Good afternoon, colleagues!
We're planning a year-long intro course to computer science for middle schoolers and going to use Logo as a main language but also looking for alternatives available to 5-6th graders. I'm looking for learning materials we can start to work from. Can you recommend anything that has a week-by-week plan with homeworks and in-class assignments to see if we're able to fit in limits we have?Thank you!",2020-12-01 10:44:52,6387,True,66,2,0,1,"['introductory-lesson', 'functional-programming']",6,False
1140,6645,Platform recommendation for an online competitive programming school,"I am supervising a team that is currently trying to build an online competitive programming course/school for a collection of high-schools in Turkey that all belong to a certain private educational institution.As a former graduate of one of these high-schools, having competed in physics Olympiad and currently studying CS I have been offered this job along with other college students studying CS, some of whom have won medals in national and international Olympiad in informatics.Our team has already made an outline for a curriculum and started teaching to a group of c. 80 students over Zoom.  Although we are confident in how and what to teach, we are unsure which platform to use as an LMS for uploading, sharing and organizing course material like presentations, assignments, etc. As a provisional solution we are currently using Discord but  are aware that in the long run Discord is not optimal as an LMS, as there is no way to share and organize course material in a structured manner. We are considering a better and more professional solutions but having very little experience in this area we are unsure which option to choose. Following have been considered:I have been told that moodle is difficult to set up and is an overkill. Developing a custom web-site seems not very practical too. Do you think microsoft Teams can be suitably used as course/learning management system, where course material and assignments can be managed in a structured way? Do you have any other suggestions?",2020-12-02 18:14:18,9803,True,70,4,0,2,"['high-school', 'classroom-management', 'distance-learning', 'online']",0,False
1141,6656,Human computer interaction masters in france,-,-,-,-,-,-,-,-,-,-,True
1142,6659,What and where should I study for competitive programming?,"I am currently in the 10th grade. I would like to get started in competitive programming. This are the things I know now:Mathematics - Currently in pre-calculus Well Mathematics in my country is pretty unstructured. You would be studying bits of everything, and not one after the other. So I self studied up to Algebra II (Algebra I, geometry) so that I can cover it in more depth than in my school, though in school I'm learning through trigonometry stuff, algebra I & II stuff and geometry in varying orders.Programming:1.Knows the basics of C, Python, C++(main currently learning)CS50X completedHTML,CSS ,JS and sqlite3 with pythonWhat I want to learn for competitive programming(I am unsure):Discrete Mathematics
Algorithms
Data Structures
4.Dynamic Programmingand I am hoping you'll help me to structure the remaining necessities and knowledge required. I found some blogs at many places but they were incomplete i.e. they are not well enough for beginners to you know get started on.I am aiming currently for IOI.UPDATE:I am from India.National qualifications:These are the stages of IOI qualification in my country:1.Zonal Olympiads - Either written(pen & paper) or Programming or both
(about 500-800 participants in each)3.Next if qualified National training camp(about 30)4.Top 4 are chosen from it to represent at IOI.Edit: I am from India.Edit: I am currently taking discrete mathematics online.I believe I know where to practice.Which should be first book/course/material to learn?",2020-12-09 01:53:34,9831,True,"2,435",5,2,3,"['self-learning', 'resource-request', 'programming', 'textbook']",3,False
1143,6664,Concern over plagiarism in designing online course,"BackgroundI am currently working with a university to design an online Machine Learning and Cloud Computing course. We are closely following Hands-On Machine Learning by Geron. The author of this book has created many useful Jupyter Notebooks with examples that follow the text.I have been creating new Jupyter notebooks by supplementing his example Jupyter notebooks with paragraphs and bullet points excerpted directly from the text. The plan is to make instructional videos that work through the notebooks.QuestionCould any of this be construed as plagiarism? Obviously, I'm not suggesting to the students that I am the author of the notebooks. I am completely transparent that the notebooks are based off Geron's textbook and supplementary materials.Is this ok? What's the best way to be transparent if it is okay to proceed down this path?",2020-12-10 01:15:30,9840,True,115,3,0,1,['plagiarism'],2,False
1144,6666,"Book recommendation on human ""computers""","I am looking for books on computers, in a now special sense:https://www.lexico.com/en/definition/computerOnce I have read an article that in 1950, obviously the second meaning existed only in the Oxford Advanced Dictionary.Now, do you know a good book on these people before the advent of electronic computers. using pen and paper?",2020-12-11 13:11:34,274,True,84,2,0,4,"['textbook', 'computer-history']",0,False
1145,6669,Are there any conventions for writing logic statements for combinations of logic gate functions?,I am teaching logic gates. I would like to know if anyone knows if there are any conventions for writing combinations of logic gate functions. For exampleWould it be acceptable to represent the above functions as,2020-12-12 03:57:36,9845,True,54,2,0,2,"['lesson-ideas', 'computational-thinking']",3,False
1146,6670,“What do you mean it’s plagiarism? It’s from the docs!”,"I present to you two scenarios that are different, but not enough to warrant two questions.Scenario 1: You discover that a student copied some section of the code verbatim from the docs of some relevant (or possibly not-relevant-but-applicable) module. Something more significant than the setup is required (because then this scenario would be too trivial to include).Scenario 2: For the open source language you choose, the submissions need a convenient interface for an auto-grader. It needs to have a standard library. If not for the fact that it’s part of a larger code base, it would never be segregated. Indeed, it is never meant to be segregated from a larger context. And the student worked around these two coincidences due to oversight by copying this relevant but inaccessible-through-the-normal-interface portion of code into an assignment.It is safe to assume that these courses are for beginners. We see that the docs or some subsection of the stl wasn’t even an independent function. Or it doesn't have what is required to solve a problem. This means that understanding what is being done is then more critical. What should I say? What should I do?",2020-12-12 03:59:22,8043,True,253,2,1,3,"['code-example', 'plagiarism']",3,False
1147,6672,What are some events contests besides gsoc and icpc a first year undergraduate c,-,-,-,-,-,-,-,-,-,-,True
1148,6674,What are some events/contests besides GSOC and ICPC that a first year undergrad Computer Science Engineering student should get involved with?,"I am currently in my first year (in Bangalore, India) and I'm eager to get into competitive coding and programs like GSOC. I'm not aware of too many besides the two in my title, though.  I'd love to learn about a few more that people take part in so that I can plan ahead.",2020-12-13 10:29:05,9851,True,187,7,0,2,['programming'],2,False
1149,6679,Is there a difference between sets and groups in tableau,-,-,-,-,-,-,-,-,-,-,True
1150,6680,"Best book and video lecture series to follow for an ""object oriented programming"" course for advanced undergraduates","I am looking for an elegant textbook to be followed for self-study in an objected oriented programming course at the undergraduate level. Our course is as shown:I humbly request you to suggest to me a book which shall help me in self-studying the concepts which are given above, a book which shall be as an instructor and make me understand the concepts excellently. I know the basics of Java but I am unaware of most of the technical terms used in the curriculum attached above.Our course instructor is a bit weird and she is going on just reading the Java reference book by Hebert Schildt in the slide of each class and she does not explain the points given in the curriculum like iterator patterns, Model-view-controller pattern, and others. When I asked her what is iterator pattern, she said that it is a loop, that's all.I do not want to study the subject just for name's sake (superficially), I always attempt to master what I learn. Please could you help me out?Moreover, if anyone could provide me video lectures to go hand in hand with a textbook, then it shall be helpful for me. I do not like the way I am being taught at our place.Thank you. Hope you can understand my trouble... I beg you to help me out.[I am not worth criticizing the instructor, but it is my utter frustration that has made me put this question here so that I can get hold of some suitable and good learning resources.]",2020-12-16 16:48:06,9125,True,193,5,0,3,"['self-learning', 'resource-request', 'java', 'object-oriented-paradigm', 'textbook']",9,False
1151,6689,What is a real-world (production-code) example of a function having default arguments?,"I want to teach students about default function arguments.I have a bad habit of cooking-up contrived examples.To prove that I am not a student cheating on their homework, I shall provide you with the following code. I really can write an example of a function without default arguments on my own, it is simply too contrived:Console output:So, my example function with default arguments is as follows:The default meat is ""fish""I really want students to see how default arguments can be useful.I thought about downloading a few open source code repositories.
I could then search all text-files for a regular expression (regex) to find functions having default arguments.It would be easier just to ask a human being for a good example.",2020-12-18 06:40:50,9253,True,126,5,0,3,"['functional-programming', 'code-example']",1,False
1152,6690,Explain what is distributed cache in mapreduce framework,-,-,-,-,-,-,-,-,-,-,True
1153,6691,"Cormen's ""Algorithms"" pre-requisites","What to recommend as a pre-requisite reading before Cormen's ""Algorithms"" to make this book easier to get through for 10-12th graders? Any courseware available for kids, books, courses, etc.?",2020-12-18 10:19:23,6387,True,137,1,0,1,"['high-school', 'algorithms', 'ap-cs-principles', 'mathematics']",5,False
1154,6699,"What are good, practical labs and activities for unnested loops?","I am teaching some high school students, also the first time programmers, some basic programming concepts and applications.  When introducing loop I find that using it to check prime number (or find prime number) is a good example. It teaches them the concept of loop but also make them think, e.g. it just need to loop to $\sqrt{n} + 1$, no need to loop to $n$.I would like to know other examples like that to introduce loop, not too easy or too hard (for high school students) and better to have some practical application.",2020-12-21 08:51:59,9884,True,218,7,1,6,"['lesson-ideas', 'high-school', 'algorithms', 'looping']",1,False
1155,6705,"Self Learning Quantum Computing and helpful resources that can aid, guide and teach Quantum Computing from CS&E perspective","Most technologists have some basic understanding of quantum computing.
Quantum bits are represented by qubits, and information isn’t simply a
zero or one, it can be both at the same time, representing much more
information.  A quantum effect known as entanglement linking two
particles allows instantaneous communication.Ultimately, quantum computing promises to be a disruptive technology
with such dramatic speed improvements that real tractable solutions to
hard problems could be solved in hours and days. These same problems
would take hundreds of years to solve on our best supercomputers,
known as a classical computer, by brute-forcing their way searching
through all possible solutions....Reference: Ludlow, Nella. Forbes. Why Quantum Computing's Time Is Now. Feb 24, 2019. Date Accessed - Dec 27, 2020.Quantum Computing is regarded as one of the most disruptive technology as well as emerging technology[1,2]. This field has attracted a lot of computational startups and investments in the recent years[3, 4, 5]. With such a pretty new field to learn and work on lacks some material/online courses to self learn Quantum Computing from Computer Science and Engineering perspective. So, the question focuses on the good quality resources to/for:Self-Learning Quantum Computing to build Quantum Computing Simulations on a digital Computer.Development of software, programming of such computer systems.Hardware and Physical implementation from the perspective of CS Engineers.Deployment and Integration (hybrid systems) with Digital Computer.Related areas of disruption of cryptography, internet, data, AI, etc.The answers may be answered in the forms of links/resources to - scientific articles, papers, online courses/videos and Books that can aid or teach self learner Quantum Computing.Sharma, Vivek. www.marshall.usc.edu. What makes Quantum Computing disruptive?. Oct 23, 2017. Date Accessed - Dec 27, 2020.The Cipher Brief. www.thecipherbrief.com. Why Should I Care about Quantum Computing?. Mar 19, 2020. Date Accessed - Dec 27, 2020.Vance, Jeff. Network World. 10 hot quantum-computing startups to watch. Feb 15, 2019. Date Accessed - Dec 27, 2020.Bajpai, Prableem. Nasdaq. Quantum Computing: How To Invest In It, And Which Companies Are Leading the Way?. Feb 11, 2020. Date Accessed - Dec 27, 2020.Qureca. Overview on quantum initiatives worldwide. Sept 7, 2020. Date Accessed - Dec 27.",2020-12-27 17:29:23,9898,True,98,2,1,1,"['self-learning', 'resource-request', 'quantum-computing']",0,False
1156,6707,I know C++ 2003 How to start learning C++ 2017?,"Tl;dr - the subject is enough. For background, read below.I am a professional, freelance, embedded software developer. I first learned about C++ in the 90s and taught myself from a book C++ for C programmers.The beauty of that was that it assumed that I knew C and didn't have to spend chapter after chapter explaining how to declare a variable/what a variable is, function/passing parameters/returning a result, loops, etc, etc, etc.So, it cut quickly to the chase and I started learning from page 1, rather than skipping forward.Fast (?) forward a few decades, and I no longer code (much) assembler.  Work seems to be split between C, Ada (mostly for defence) and C++.It has been four years since my last C++ gig, and, industry being conservative does not adopt new version of languages for some time, until they can be seen to be widely accepted as stable (if any of you non-industry guys what to know why, then we generally want to wait until ""they get the bugs out of the new compiler"". Given that a lot of embedded can be life-critical, you can understand why).So, now I am seeing ads requiring C++ 2014 and 2017 (and my latest experience is 2003). The delicious irony of this is that I know, from bitter experience, that coding standards will forbid me from using the new features intruded in those versions.All of my life, I have taught myself new languages & concepts from books. Earlier this year, I took a leap of faith & taught myself Flutter/Dart (for personal, non-professional use) from a Udemy course. That was an eye-opener, and I won't be responsible for the death of any more trees in future.But, I digress (this entire screed has been a digression, if you ask me). I have now purchased another Udemy course to learn C++.And, finally, after all of that, my question is still the same as its title - ""I know C++ 2003 How to start learning C++ 2017 ?"".Do I watch the start of each chapter, and skip if I yawn? Do I read the table of contents and take a stab at where to jump in?Given that you are a group of educators, I imagine that this is not a new situation to you, but am not sure that it has an answer which does not involve the length of pieces of string.",2020-12-29 16:03:01,4116,True,116,3,0,2,['self-learning'],4,False
1157,6709,Some real practical example to teach object-oriented concepts and programming (in python),"I have taught my high school students to write some simple python scripts, taking some ideas from ""Automate the Boring Stuff with Python"", e.g. changing file names in a folder to a specific naming pattern.My next goal is to teach them object-oriented concepts and if possible give them some ""real"" examples to try themselves. But most of the materials I find (most of google's top search results) about OO programming (not just python) are laden with poor examples, if I may say so. I really don't like to use car/vehicle or animal/dog to teach them the OO concept and OOP.A. it is boring (you know high-school kids)
B. it has no real use.
C. as one comment said ""they are fatally flawed.""  (But if you really like to use the animal example, check this ""Object-Oriented Design"")I plan to use pathlib (btw, they already have a basic idea of the difference between Windows and UNIX)GUI development could be another good example to teach OOP but I don't want to teach them GUI yet.Any suggestion to introduce OO with the ""real"" example?BTW, I’m not a strong advocate of object-oriented programming. But the pathlib.Path class is a useful abstraction especially compared with os.path, although the high school students are unlikely to appreciate that.---- update ----I find the python logging module is another good example, but it seems too complicated for non-experienced programmers.When using the logging module we mainly use 3 objects, Logger, Handler, Formatter. Logger is the facade, as https://docs.python.org/3/howto/logging.html#loggers said,Logger objects have a threefold job. First, they expose several methods to application code so that applications can log messages at runtime. Second, logger objects determine which log messages to act upon based upon severity (the default filtering facility) or filter objects. Third, logger objects pass along relevant log messages to all interested log handlers.Handler is a good example to use inheritance https://docs.python.org/3/howto/logging.html#useful-handlers and handlers use formatters, which hide the complexity of LogRecord, to the format log message.In addition to these classes, there are a number of module-level functions for convenient use.Overall it is a good example of using composition and aggregation.But I am not an expert on the python logging module, I hope someone who is familiar with the python logging module may add an answer to my question.--- update 2 ----I found Alan Kay answered the question “What are the five features of the object-oriented paradigm that you consider to be important for good software engineering practice?” with these words, in my opinion, resonate with the answer Buffy gave. But how to convey these ideas to high school students or non-experienced programmers is another challenge,a “part” construct that can protect it's inside from its outside, and
vice versaa “communications” construct that can convey interactions and deal
with dependenciesa “system” construct that is a combination of parts and communications
that can fit in a part recursively, and everything is made this waythe “messages” that are communicated are also in terms of the systemsthe system that is being made is made with the same kinds of system
...--- update 3 ---The recent log4j security flaw made me come back to my own although my question has nothing to do with log4j. I know python logging module is adopted from Log4j, so I think this can be used as a good example to how different programming languages borrow the idea from each other. If the students have some knowledge about java, I may consider to introduce them this old article ""Python isn't just Java without the compile""BTW, Buffy gave answer about calculator as an example to practice OO, but I will argue it will depends on how you design the question and the project, e.g. here ""How To Make a Calculator Program in Python 3"" without introducing OO concepts at all.",2020-12-31 09:48:23,9884,True,345,4,0,4,"['lesson-ideas', 'curriculum-design', 'high-school', 'object-oriented-paradigm']",5,False
1158,6712,How to install python on windows and set path variable,-,-,-,-,-,-,-,-,-,-,True
1159,6713,Subtopics to cover within Karnaugh Maps,"I'm adding a bit about k-maps to my processors course, but being unfamiliar with them until now, I want to check that I am covering the correct things.  Here is what I am currently covering:So, should I skip xor?  Is there something I should add?  Am I covering the right things?",2021-01-04 14:52:18,27,True,92,4,1,2,"['boolean-algebra', 'curriculum-review']",2,False
1160,6714,Mnemonics to remember the TCP header fields,"I am bad at memorizing things. So could anyone recommend me some mnemonics, so that I can remember the fields of the header...Thank you.",2021-01-04 21:27:39,9124,True,254,1,0,1,"['self-learning', 'resource-request', 'networks']",10,False
1161,6715,CSCI Major with a love for film [closed],"
Want to improve this question? Update the question so it's on-topic for Computer Science Educators Stack Exchange.
                Closed last year.I am about to start my second semester of community college with the intention of transferring to a state university, where I will pursue a degree in computer science. I think this is a good fit for me, as I love logic, coding, math, and am doing well at a software development internship. Problem solving is one of my best strengths, so I don't foresee any issues with my studies.This being said, I love cinematography, visual effects, and story telling itself. I appreciate the art of cinema for both its technical and creative aspects and would love to be involved in this industry too.Can I realistically combine both of these passions into one career? If so, how?",2021-01-05 03:40:07,9913,False,43,1,0,0,['self-learning'],5,False
1162,6717,Ways to do live polling (aka ConcepTests) during class,"Has anyone tried live polling during (in-person or remote synchronous) class? I was planning to use Poll Everywhere, but they don't allow for long questions containing code. There's a new service called ItemPool that does allow this, but is missing advanced features like LMS integration, PowerPoint/Keynote/Google Slides integration, etc. Wondering if anyone has experience or advice. Here's a sample question:What is the value of y after executing the following code:a. 39b. 22c. 35d. 20Edit:Thanks for the great ideas!I've realized my wish list (LMS integration, code formatting, autograding and export, support for mobile devices so I can reuse once we're back in person, free) is unreasonably long.I may give up on tracking participation for a grade - this will allow me to simply post the question on a slide, and collect simple A/B/C/D responses any number of ways: Webex polls, Poll Everywhere (free account), ItemPool (which has code formatting), etc.If the questions live in my slides rather than hardcoded into a specific platform, it should be less work to switch platforms in the future. And I'll have greater control over the look so I can include formatted code, equations, etc.",2021-01-05 16:26:52,9963,True,260,5,0,3,['classroom-infrastructure'],1,False
1163,6719,Algorithm Design challenges,"In my course we discuss algorithms (greedy, dp, div & conquer, etc.) and efficiency. Do you have any experience with assignments that consider also time of execution as a criterion for grading? Do you use any tools for measuring execution time?",2021-01-05 17:36:50,6410,True,58,1,0,2,"['algorithms', 'grading']",0,False
1164,6727,Creating a complete application,"Good day,
I have learnt the basics of C++ and now know how to write simple console applications using codeblocks.I would very much like to create a fully functional application like a calendar or notes app.Can someone help me find resources such as tutorials or textbooks where I can be guided, step by step, to make an app (a very simple one would suffice)?",2021-01-08 13:15:00,9966,True,77,1,0,1,"['self-learning', 'resource-request', 'c++']",3,False
1165,6728,What is the best color scheme for zoom slides,-,-,-,-,-,-,-,-,-,-,True
1166,6730,Realistic task for teaching bit operations,"I'm looking for a function or algorithm that requires extensive bit manipulation, but is not complicated in its nature and purpose, so that students remain focused on bit operations.Now I use Win32 API GetVersion(): it returns system version components encoded in a 32-bit integer. Although deprecated, it's a comprehensive real-world example that requires masking, shifts, and bit testing. Students also learn to figure out needed operations from documentation.However, I'd like to move away from MS-Windows. What an equivalent facility might be? It may even be an external library, if it's free and easy to plug in (we already use libcurl).The language is C++. Students are 1st year, not pure CS (industrial automation).",2021-01-10 13:03:34,9967,True,"2,774",14,3,13,['programming'],7,False
1167,6744,What is wrong in the following programme for logarithm function in c programming,-,-,-,-,-,-,-,-,-,-,True
1168,6748,Allocating memory of a variable with size of the 2d vector,-,-,-,-,-,-,-,-,-,-,True
1169,6749,How many projects(within the same organisation) can one apply for in GSoC (google summer of code)?,"Not because one would want to take on two tasks, but so that if one project is  already filled/assigned,they could be assigned another one,instead of  being turned down from  the organizationI have seen answers about the number of organizations one can  apply to,but not the number of projects per organizationI am in my first year and completely new to GSoC (google summer of code) and have just about begun exploring..",2021-01-16 16:51:05,9999,True,46,0,0,1,"['programming', 'project']",2,False
